order,id,date,time,title,url,visitCount,typedCount,transition
66,8436,5/6/2024,20:10:14,(274) Discord | #💬┇bate-papo-2 | Imersão IA,https://discord.com/channels/1228404913705451612/1236090236275261450,7,0,link
67,5879,5/6/2024,20:10:07,(272) Discord | Amigos,https://discord.com/channels/@me,45,8,typed
68,8814,5/6/2024,19:52:28,Gemini,https://gemini.google.com/app/2ff4668786c2603e,1,0,link
69,8170,5/6/2024,19:51:53,Gemini,https://gemini.google.com/app,11,0,link
70,8813,5/6/2024,19:51:41,(155) Curso Python #013 - Estrutura de repetição for - YouTube,https://www.youtube.com/watch?v=cL4YDtFnCt4,1,0,link
71,8812,5/6/2024,19:51:23,python trabalhando com laços de repetição - Pesquisa Google,https://www.google.com/search?q=python+trabalhando+com+la%C3%A7os+de+repeti%C3%A7%C3%A3o&rlz=1C1FKPE_pt-PTBR1100BR1100&oq=python+trabalhando+com+la%C3%A7os&gs_lcrp=EgZjaHJvbWUqBwgCECEYnwUyBggAEEUYOTIHCAEQIRigATIHCAIQIRifBdIBCDcxMjRqMGo3qAIAsAIA&sourceid=chrome&ie=UTF-8,2,0,link
72,8812,5/6/2024,19:51:23,python trabalhando com laços de repetição - Pesquisa Google,https://www.google.com/search?q=python+trabalhando+com+la%C3%A7os+de+repeti%C3%A7%C3%A3o&rlz=1C1FKPE_pt-PTBR1100BR1100&oq=python+trabalhando+com+la%C3%A7os&gs_lcrp=EgZjaHJvbWUqBwgCECEYnwUyBggAEEUYOTIHCAEQIRigATIHCAIQIRifBdIBCDcxMjRqMGo3qAIAsAIA&sourceid=chrome&ie=UTF-8,2,0,generated
73,8811,5/6/2024,16:58:09,json-server - npm,https://www.npmjs.com/package/json-server,2,0,link
74,8811,5/6/2024,16:58:01,json-server - npm,https://www.npmjs.com/package/json-server,2,0,link
75,8808,5/6/2024,16:57:55,Simulando uma API REST com JSON Server de maneira simples - Fábrica de Código,https://www.fabricadecodigo.com/json-server/,2,0,link
76,8810,5/6/2024,16:57:50,json-server - Pesquisa Google,https://www.google.com/search?q=json-server&rlz=1C1FKPE_pt-PTBR1100BR1100&oq=json&gs_lcrp=EgZjaHJvbWUqDggAEEUYJxg7GIAEGIoFMg4IABBFGCcYOxiABBiKBTIPCAEQRRg5GIMBGLEDGIAEMg0IAhAAGIMBGLEDGIAEMg0IAxAAGIMBGLEDGIAEMgoIBBAAGLEDGIAEMgYIBRBFGDwyBggGEEUYPDIGCAcQRRg80gEIMTM1MGowajeoAgCwAgA&sourceid=chrome&ie=UTF-8,2,0,link
77,8810,5/6/2024,16:57:49,json-server - Pesquisa Google,https://www.google.com/search?q=json-server&rlz=1C1FKPE_pt-PTBR1100BR1100&oq=json&gs_lcrp=EgZjaHJvbWUqDggAEEUYJxg7GIAEGIoFMg4IABBFGCcYOxiABBiKBTIPCAEQRRg5GIMBGLEDGIAEMg0IAhAAGIMBGLEDGIAEMg0IAxAAGIMBGLEDGIAEMgoIBBAAGLEDGIAEMgYIBRBFGDwyBggGEEUYPDIGCAcQRRg80gEIMTM1MGowajeoAgCwAgA&sourceid=chrome&ie=UTF-8,2,0,generated
78,8436,5/6/2024,16:54:53,(274) Discord | #💬┇bate-papo-2 | Imersão IA,https://discord.com/channels/1228404913705451612/1236090236275261450,7,0,link
79,8699,5/6/2024,16:54:45,(345) Discord | @samuelcavalheiro,https://discord.com/channels/@me/1236469078495989800,2,0,link
80,5879,5/6/2024,16:54:36,(272) Discord | Amigos,https://discord.com/channels/@me,45,8,link
81,5887,5/6/2024,16:54:30,(346) Discord | @Massarico,https://discord.com/channels/@me/1001841789629640847,5,0,link
82,8809,5/6/2024,16:46:25,New story – Medium,https://medium.com/p/8bfedb425527/edit,1,0,link
83,5091,5/6/2024,16:46:20,New story – Medium,https://medium.com/new-story,6,0,link
84,5091,5/6/2024,16:46:19,New story – Medium,https://medium.com/new-story,6,0,link
85,8808,5/6/2024,16:43:19,Simulando uma API REST com JSON Server de maneira simples - Fábrica de Código,https://www.fabricadecodigo.com/json-server/,2,0,link
86,8807,5/6/2024,16:43:14,json-server - Pesquisa Google,https://www.google.com/search?q=json-server&rlz=1C1FKPE_pt-PTBR1100BR1100&oq=json-server&gs_lcrp=EgZjaHJvbWUyCQgAEEUYORiABDIHCAEQABiABDIHCAIQABiABDIHCAMQABiABDIHCAQQABiABDIHCAUQABiABDIHCAYQABiABDIHCAcQABiABDIHCAgQABiABDIHCAkQABiABNIBCDQ4MTZqMGo3qAIAsAIA&sourceid=chrome&ie=UTF-8,2,0,link
87,8807,5/6/2024,16:43:13,json-server - Pesquisa Google,https://www.google.com/search?q=json-server&rlz=1C1FKPE_pt-PTBR1100BR1100&oq=json-server&gs_lcrp=EgZjaHJvbWUyCQgAEEUYORiABDIHCAEQABiABDIHCAIQABiABDIHCAMQABiABDIHCAQQABiABDIHCAUQABiABDIHCAYQABiABDIHCAcQABiABDIHCAgQABiABDIHCAkQABiABNIBCDQ4MTZqMGo3qAIAsAIA&sourceid=chrome&ie=UTF-8,2,0,generated
88,2028,5/6/2024,16:41:55,React App,http://localhost:3000/,4,1,typed
89,8806,5/6/2024,16:41:53,,http://localhost:3000/0,2,0,link
90,2028,5/6/2024,16:41:48,React App,http://localhost:3000/,4,1,typed
91,2028,5/6/2024,16:41:33,React App,http://localhost:3000/,4,1,auto_toplevel
92,8806,5/6/2024,16:36:29,,http://localhost:3000/0,2,0,auto_toplevel
93,8805,5/6/2024,16:31:21,Fetch Data from a JSON File in a React App,https://www.pluralsight.com/resources/blog/guides/fetch-data-from-a-json-file-in-a-react-app,1,0,link
94,8804,5/6/2024,16:30:02,como usar react-json-file-storage - Pesquisa Google,https://www.google.com/search?sca_esv=be445f0cc062ab15&sca_upv=1&rlz=1C1FKPE_pt-PTBR1100BR1100&sxsrf=ADLYWIJHj1BRdgVhhMsYI3MVWcAKuG9b8Q:1715023804849&q=como+usar+react-json-file-storage&spell=1&sa=X&ved=2ahUKEwig9azF4fmFAxX_lJUCHXlBBggQBSgAegQIBRAC&biw=1920&bih=911&dpr=1,2,0,link
95,8804,5/6/2024,16:30:01,como usar react-json-file-storage - Pesquisa Google,https://www.google.com/search?sca_esv=be445f0cc062ab15&sca_upv=1&rlz=1C1FKPE_pt-PTBR1100BR1100&sxsrf=ADLYWIJHj1BRdgVhhMsYI3MVWcAKuG9b8Q:1715023804849&q=como+usar+react-json-file-storage&spell=1&sa=X&ved=2ahUKEwig9azF4fmFAxX_lJUCHXlBBggQBSgAegQIBRAC&biw=1920&bih=911&dpr=1,2,0,link
96,8803,5/6/2024,16:29:59,como usar react-son-file-storage - Pesquisa Google,https://www.google.com/search?q=como+usar+react-son-file-storage&sca_esv=be445f0cc062ab15&sca_upv=1&rlz=1C1FKPE_pt-PTBR1100BR1100&sxsrf=ADLYWIIiNsKbQ7cwldZC6EOCHy-43mqJvQ%3A1715023773685&ei=nS85ZsSlKb741sQP8b2KqAU&udm=&ved=0ahUKEwiE6L624fmFAxU-vJUCHfGeAlUQ4dUDCBA&uact=5&oq=como+usar+react-son-file-storage&gs_lp=Egxnd3Mtd2l6LXNlcnAiIGNvbW8gdXNhciByZWFjdC1zb24tZmlsZS1zdG9yYWdlMggQABiABBiiBDIIEAAYgAQYogQyCBAAGIAEGKIEMggQABiABBiiBEimKFAAWMAlcAB4AJABAJgB-wGgAY8aqgEGMC4yMy4xuAEDyAEA-AEBmAIMoALEDJgDAJIHBDAuMTKgB_5R&sclient=gws-wiz-serp,2,0,link
97,8803,5/6/2024,16:29:58,como usar react-son-file-storage - Pesquisa Google,https://www.google.com/search?q=como+usar+react-son-file-storage&sca_esv=be445f0cc062ab15&sca_upv=1&rlz=1C1FKPE_pt-PTBR1100BR1100&sxsrf=ADLYWIIiNsKbQ7cwldZC6EOCHy-43mqJvQ%3A1715023773685&ei=nS85ZsSlKb741sQP8b2KqAU&udm=&ved=0ahUKEwiE6L624fmFAxU-vJUCHfGeAlUQ4dUDCBA&uact=5&oq=como+usar+react-son-file-storage&gs_lp=Egxnd3Mtd2l6LXNlcnAiIGNvbW8gdXNhciByZWFjdC1zb24tZmlsZS1zdG9yYWdlMggQABiABBiiBDIIEAAYgAQYogQyCBAAGIAEGKIEMggQABiABBiiBEimKFAAWMAlcAB4AJABAJgB-wGgAY8aqgEGMC4yMy4xuAEDyAEA-AEBmAIMoALEDJgDAJIHBDAuMTKgB_5R&sclient=gws-wiz-serp,2,0,form_submit
98,8801,5/6/2024,16:29:40,erro ao instalar npm install json-file-storage - Pesquisa Google,https://www.google.com/search?q=erro+ao+instalar+npm+install+json-file-storage&sca_esv=be445f0cc062ab15&sca_upv=1&rlz=1C1FKPE_pt-PTBR1100BR1100&sxsrf=ADLYWIKv4yov8bBfeKUJiGL83kN9wjjH9A%3A1715023721440&ei=aS85ZrCjGtHR1sQP3aqi-AQ&udm=&oq=erro+ao+instalar+npm+install+json-file-storag&gs_lp=Egxnd3Mtd2l6LXNlcnAiLWVycm8gYW8gaW5zdGFsYXIgbnBtIGluc3RhbGwganNvbi1maWxlLXN0b3JhZyoCCAAyBRAhGKABMgUQIRigAUiAKlCpCVjyGHACeAGQAQCYAaQBoAGtA6oBAzAuM7gBA8gBAPgBAZgCBKAC2ALCAgoQABiwAxjWBBhHwgIIEAAYgAQYogSYAwCIBgGQBgiSBwMyLjKgB7sF&sclient=gws-wiz-serp,3,0,form_submit
99,8802,5/6/2024,16:29:31,aplicação web - Erro ao dar o comando npm install - Stack Overflow em Português,https://pt.stackoverflow.com/questions/166436/erro-ao-dar-o-comando-npm-install,1,0,link
100,8801,5/6/2024,16:29:28,erro ao instalar npm install json-file-storage - Pesquisa Google,https://www.google.com/search?q=erro+ao+instalar+npm+install+json-file-storage&sca_esv=be445f0cc062ab15&sca_upv=1&rlz=1C1FKPE_pt-PTBR1100BR1100&sxsrf=ADLYWIKv4yov8bBfeKUJiGL83kN9wjjH9A%3A1715023721440&ei=aS85ZrCjGtHR1sQP3aqi-AQ&udm=&oq=erro+ao+instalar+npm+install+json-file-storag&gs_lp=Egxnd3Mtd2l6LXNlcnAiLWVycm8gYW8gaW5zdGFsYXIgbnBtIGluc3RhbGwganNvbi1maWxlLXN0b3JhZyoCCAAyBRAhGKABMgUQIRigAUiAKlCpCVjyGHACeAGQAQCYAaQBoAGtA6oBAzAuM7gBA8gBAPgBAZgCBKAC2ALCAgoQABiwAxjWBBhHwgIIEAAYgAQYogSYAwCIBgGQBgiSBwMyLjKgB7sF&sclient=gws-wiz-serp,3,0,link
101,8801,5/6/2024,16:29:27,erro ao instalar npm install json-file-storage - Pesquisa Google,https://www.google.com/search?q=erro+ao+instalar+npm+install+json-file-storage&sca_esv=be445f0cc062ab15&sca_upv=1&rlz=1C1FKPE_pt-PTBR1100BR1100&sxsrf=ADLYWIKv4yov8bBfeKUJiGL83kN9wjjH9A%3A1715023721440&ei=aS85ZrCjGtHR1sQP3aqi-AQ&udm=&oq=erro+ao+instalar+npm+install+json-file-storag&gs_lp=Egxnd3Mtd2l6LXNlcnAiLWVycm8gYW8gaW5zdGFsYXIgbnBtIGluc3RhbGwganNvbi1maWxlLXN0b3JhZyoCCAAyBRAhGKABMgUQIRigAUiAKlCpCVjyGHACeAGQAQCYAaQBoAGtA6oBAzAuM7gBA8gBAPgBAZgCBKAC2ALCAgoQABiwAxjWBBhHwgIIEAAYgAQYogSYAwCIBgGQBgiSBwMyLjKgB7sF&sclient=gws-wiz-serp,3,0,form_submit
102,8800,5/6/2024,16:28:35,erro ao instalar npm install react-json-file-storage - Pesquisa Google,https://www.google.com/search?q=erro+ao+instalar+npm+install+react-json-file-storage&sca_esv=be445f0cc062ab15&sca_upv=1&rlz=1C1FKPE_pt-PTBR1100BR1100&sxsrf=ADLYWIJZZ8ifu7iQeAjRwDo2nN82OG2tfA%3A1715023693702&ei=TS85ZtaoKonL1sQPlNCHwA4&udm=&ved=0ahUKEwiWg62Q4fmFAxWJpZUCHRToAegQ4dUDCBA&uact=5&oq=erro+ao+instalar+npm+install+react-json-file-storage&gs_lp=Egxnd3Mtd2l6LXNlcnAiNGVycm8gYW8gaW5zdGFsYXIgbnBtIGluc3RhbGwgcmVhY3QtanNvbi1maWxlLXN0b3JhZ2UyCBAAGIAEGKIEMggQABiABBiiBEizxQFQ1VJY47kBcAR4AZABAJgBtgOgAeYnqgEKMC4yNy4xLjIuMbgBA8gBAPgBAZgCFKAC_RPCAgoQABiwAxjWBBhHwgIHECMYsAIYJ5gDAIgGAZAGCJIHCDQuMTQuMS4xoAewUQ&sclient=gws-wiz-serp,2,0,link
103,8800,5/6/2024,16:28:35,erro ao instalar npm install react-json-file-storage - Pesquisa Google,https://www.google.com/search?q=erro+ao+instalar+npm+install+react-json-file-storage&sca_esv=be445f0cc062ab15&sca_upv=1&rlz=1C1FKPE_pt-PTBR1100BR1100&sxsrf=ADLYWIJZZ8ifu7iQeAjRwDo2nN82OG2tfA%3A1715023693702&ei=TS85ZtaoKonL1sQPlNCHwA4&udm=&ved=0ahUKEwiWg62Q4fmFAxWJpZUCHRToAegQ4dUDCBA&uact=5&oq=erro+ao+instalar+npm+install+react-json-file-storage&gs_lp=Egxnd3Mtd2l6LXNlcnAiNGVycm8gYW8gaW5zdGFsYXIgbnBtIGluc3RhbGwgcmVhY3QtanNvbi1maWxlLXN0b3JhZ2UyCBAAGIAEGKIEMggQABiABBiiBEizxQFQ1VJY47kBcAR4AZABAJgBtgOgAeYnqgEKMC4yNy4xLjIuMbgBA8gBAPgBAZgCFKAC_RPCAgoQABiwAxjWBBhHwgIHECMYsAIYJ5gDAIgGAZAGCJIHCDQuMTQuMS4xoAewUQ&sclient=gws-wiz-serp,2,0,form_submit
104,8799,5/6/2024,16:28:08,react-json-file-storage - Pesquisa Google,https://www.google.com/search?q=react-json-file-storage&rlz=1C1FKPE_pt-PTBR1100BR1100&oq=react-json-file-storage&gs_lcrp=EgZjaHJvbWUyBggAEEUYOTIKCAEQABiABBiiBDIKCAIQABiABBiiBNIBBzcwM2owajSoAgCwAgE&sourceid=chrome&ie=UTF-8,2,0,link
105,8799,5/6/2024,16:28:07,react-json-file-storage - Pesquisa Google,https://www.google.com/search?q=react-json-file-storage&rlz=1C1FKPE_pt-PTBR1100BR1100&oq=react-json-file-storage&gs_lcrp=EgZjaHJvbWUyBggAEEUYOTIKCAEQABiABBiiBDIKCAIQABiABBiiBNIBBzcwM2owajSoAgCwAgE&sourceid=chrome&ie=UTF-8,2,0,generated
106,8798,5/6/2024,16:21:00,Gemini,https://gemini.google.com/app/64dc153b59d6acd4,4,0,link
107,8746,5/6/2024,16:19:08,Untitled prompt | Google AI Studio,https://aistudio.google.com/app/prompts/new_chat,4,0,link
108,8797,5/6/2024,16:17:45,Minha cont…turamento – Visão geral – Faturamento – TEST-FREE – Console do Google Cloud,https://console.cloud.google.com/billing/01B2C4-8C9254-4C6A75?project=test-free-351518,2,0,link
